particle_id,vx,vy,vz,px,py,pz,q,nhits
4503668346847232,-0.000228406,-0.0128033,-3.38321,-0.0552689,0.323272,-0.203492,-1,9
4503737066323968,-0.000228406,-0.0128033,-3.38321,-0.948125,0.470892,2.01006,1,3
4503805785800704,-0.000228406,-0.0128033,-3.38321,-0.886484,0.105749,0.683881,-1,11
4503874505277440,-0.000228406,-0.0128033,-3.38321,0.257539,-0.676718,0.991616,1,13
4503943224754176,-0.000228406,-0.0128033,-3.38321,16.4394,-15.5489,-39.8249,1,2
4504011944230912,-0.000228406,-0.0128033,-3.38321,0.795277,-1.6852,-3.52089,1,12
4504080663707648,-0.000228406,-0.0128033,-3.38321,-0.563433,0.30537,6.16712,-1,11
4504355541614592,-0.000228406,-0.0128033,-3.38321,-0.501267,0.0498246,-0.213011,-1,12
4504424261091328,-0.000228406,-0.0128033,-3.38321,-1.65212,0.453142,-0.533958,-1,12
4504492980568064,-0.000228406,-0.0128033,-3.38321,0.0351603,0.13142,-0.207544,1,0
4504561700044800,-0.000228406,-0.0128033,-3.38321,-0.249551,-0.434369,-0.189168,-1,10
4504630419521536,-0.000228406,-0.0128033,-3.38321,-0.657957,0.258518,-5.33195,1,12
4504699138998272,-0.000228406,-0.0128033,-3.38321,0.0795369,0.451322,-5.25235,1,11
4504767858475008,-0.000228406,-0.0128033,-3.38321,-0.230791,0.827567,-5.75481,-1,12
4504905297428480,-0.000228406,-0.0128033,-3.38321,0.114234,0.859776,-14.5695,-1,14
4505248894812160,-0.000228406,-0.0128033,-3.38321,-0.991648,0.34066,-3.86789,-1,12
4505317614288896,-0.000228406,-0.0128033,-3.38321,0.861441,3.16257,-6.16804,1,11
4505386333765632,-0.000228406,-0.0128033,-3.38321,0.686157,1.74103,-3.14903,1,11
4505455053242368,-0.000228406,-0.0128033,-3.38321,0.937594,0.646454,-1.96131,-1,10
4505523772719104,-0.000228406,-0.0128033,-3.38321,0.104399,0.321294,-0.946753,1,13
4505661211672576,-0.000228406,-0.0128033,-3.38321,1.86273,1.10933,-4.10677,1,11
4505729931149312,-0.000228406,-0.0128033,-3.38321,2.67978,1.29403,-6.90452,1,9
4505798650626048,-0.000228406,-0.0128033,-3.38321,-0.973984,-0.77995,-1.0367,1,10
4505867370102784,-0.000228406,-0.0128033,-3.38321,-0.671545,-0.652121,-0.439373,-1,13
4505936089579520,-0.000228406,-0.0128033,-3.38321,-2.0603,-1.02101,-0.177392,1,12
