"event_id","particle_id","alpha","vz"
1010,4503805785800704,1.18010438050754e-05,8.77349
1010,4503943224754176,1.40537709780332e-05,8.77349
1010,4504011944230912,0.000110834622167277,8.77349
1010,4504080663707648,7.67975450516684e-05,8.77349
1010,4504149383184384,0.000281938052496918,8.77349
1010,4504286822137856,8.55841035511106e-05,8.77349
1010,4504355541614592,4.52769257812038e-05,8.77349
1010,4504699138998272,0.000675648296427768,8.77349
1010,4504974016905216,0.000529540974946403,8.77349
1010,4505248894812160,6.30968571734119e-05,8.77349
1010,4505317614288896,0.000163586413761781,8.77349
1010,4505455053242368,0.000252814362912242,8.77349
1010,4505523772719104,0.000768948178003766,8.77349
1010,4505592492195840,0.000335537122517284,8.77349
1010,4505661211672576,0.00092545309561052,8.77349
1010,4505798650626048,0.00145072779451877,8.77349
1010,4505867370102784,0.000727566308966522,8.77349
1010,4506485845393408,0.000469649877889263,8.77349
1010,4506898162253824,0.000791896761455152,8.77349
1010,4506966881730560,8.17875385661304e-05,8.77349
1010,4507104320684032,0.000241703036795917,8.77349
1010,4507241759637504,0.000931588171896958,8.77349
1010,4507310479114240,0.00010425913605208,8.77349
1010,4507447918067712,9.65676031629436e-05,8.77349
1010,4507516637544448,0.000162788692731544,8.77349
1010,4507585357021184,7.2541596952356e-05,8.77349
1010,4507860234928128,4.26857470431312e-05,8.77349
1010,4507928954404864,0.000210774965303383,8.77349
1010,4507997673881600,0.000301468626350631,8.77349
1010,4508135112835072,7.17721030820571e-05,8.77349
1010,4508203832311808,0.000129250611014394,8.77349
1010,4508272551788544,0.000146337846035037,8.77349
1010,4508341271265280,0.000425201822557435,8.77349
1010,4508409990742016,6.30522882396511e-05,8.77349
1010,4508478710218752,3.56086026341666e-05,8.77349
1010,4508684868648960,0.000315069086196931,8.77349
1010,4508753588125696,0.000513263544401563,8.77349
1010,4508822307602432,0.000794661909109074,8.77349
1010,4508891027079168,0.000594478281136555,8.77349
1010,4508959746555904,0.000627745349127132,8.77349
1010,4509303343939584,0.0012763688181355,8.77349
1010,4509578221846528,0.000309728861482914,8.77349
1010,4509646941323264,0.000360674423173607,8.77349
1010,4509715660800000,0.00132985032049943,8.77349
1010,4509921819230208,0.00037041730523885,8.77349
1010,4509990538706944,0.000193748879240986,8.77349
1010,4510059258183680,0.000461475955117992,8.77349
1010,4510127977660416,0.00149696477067597,8.77349
1010,4510540294520832,0.000104288639395496,8.77349
1010,4510883891904512,0.000103349872536949,8.77349
1010,4510952611381248,0.000478398822640231,8.77349
1010,4511158769811456,8.70475956159943e-05,8.77349
1010,4511227489288192,0.00019271306676398,8.77349
1010,4511639806148608,0.000248998447351144,8.77349
1010,4511708525625344,0.000147788664860714,8.77349
1010,4512945476206592,0.000568663595658223,8.77349
1010,4513357793067008,0.000120251239224202,8.77349
1010,4513426512543744,0.000104762571536926,8.77349
1010,4513495232020480,2.3955642895059e-05,8.77349
1010,4513563951497216,0.000143109069147191,8.77349
1010,4513907548880896,0.000995383580076604,8.77349
1010,4513976268357632,0.00137399539073196,8.77349
1010,4514182426787840,0.000447841879322396,8.77349
1010,4514251146264576,0.00149954427564091,8.77349
1010,4514800902078464,0.000382917303088815,8.77349
1010,4514869621555200,0.000511543756642891,8.77349
1010,4515419377369088,0.00100418341628253,8.77349
1010,4515488096845824,0.000147404587276298,8.77349
1010,4515762974752768,0.000157634639286041,8.77349
1010,4516106572136448,0.000572842506207235,8.77349
1010,9007474132647936,3.86907443065475e-05,2.2168
1010,9007542852124672,0.000874885659662639,2.2168
1010,9007611571601408,0.000118773427771374,2.2168
1010,9007680291078144,0.000383034218477758,2.2168
1010,9007749010554880,0.000475638427160229,2.2168
1010,9007817730031616,0.000826161276649957,2.2168
1010,9007886449508352,0.000577793087773585,2.2168
1010,9007955168985088,0.00063629074496912,2.2168
1010,9008023888461824,0.000421226926105051,2.2168
1010,9008092607938560,0.000567325698826482,2.2168
1010,9008161327415296,0.000446643503194258,2.2168
1010,9008298766368768,0.000294688882694825,2.2168
1010,9008367485845504,0.000225374720360476,2.2168
1010,9008436205322240,0.00166022326995032,2.2168
1010,9008504924798976,0.000258387909182027,2.2168
1010,9008642363752448,0.000393148722961065,2.2168
1010,9008711083229184,0.000262310160958233,2.2168
1010,9008779802705920,0.00017200652139209,2.2168
1010,9008848522182656,0.000481319757958239,2.2168
1010,9008917241659392,0.000553401754436675,2.2168
1010,9009260839043072,0.000205197590832803,2.2168
1010,9009673155903488,0.000464865069947592,2.2168
1010,9009879314333696,0.000365270088845007,2.2168
1010,9009948033810432,0.000905549269729588,2.2168
1010,9010016753287168,0.000258025496840202,2.2168
1010,9010085472763904,0.000648099252313615,2.2168
1010,9010291631194112,0.00157549034959215,2.2168
1010,9010429070147584,0.000728898525473994,2.2168
1010,9010635228577792,0.000272403394258882,2.2168
1010,9010841387008000,0.00050116774659334,2.2168
1010,9010910106484736,0.00027004597887663,2.2168
1010,9011184984391680,0.000949610089047454,2.2168
1010,9011253703868416,0.000980351799646761,2.2168
1010,9011322423345152,0.000241918566893051,2.2168
1010,9011391142821888,0.000617166892868457,2.2168
1010,9011459862298624,0.000190492828821116,2.2168
1010,9011528581775360,0.00144720042483146,2.2168
1010,9011597301252096,0.000635059904847541,2.2168
1010,9011803459682304,0.000407936306962791,2.2168
1010,9011872179159040,0.00131825041130903,2.2168
1010,9011940898635776,0.00148972025373781,2.2168
1010,9012009618112512,0.00050341202105629,2.2168
1010,9012078337589248,0.00041808024303101,2.2168
1010,9012147057065984,0.000949080881753214,2.2168
1010,9012215776542720,0.000293615861840789,2.2168
1010,9012284496019456,0.000319768713968942,2.2168
1010,9012353215496192,0.00026511051823794,2.2168
1010,9012421934972928,0.000163253242113979,2.2168
1010,9012490654449664,0.000318788180971387,2.2168
1010,9012559373926400,0.00159074642192641,2.2168
1010,9012696812879872,0.0014027744397281,2.2168
1010,9013177849217024,0.00110795186194789,2.2168
1010,9013246568693760,0.000785144640746299,2.2168
1010,9013315288170496,0.000719741368821757,2.2168
1010,9013384007647232,0.00020815878709394,2.2168
1010,9013521446600704,0.000428048751413574,2.2168
1010,9013590166077440,0.000412370545445188,2.2168
1010,9013658885554176,0.00020347116048783,2.2168
1010,9013727605030912,0.000283737331329567,2.2168
1010,9013796324507648,0.000465653943725126,2.2168
1010,9013865043984384,0.00167150314468401,2.2168
1010,9013933763461120,0.000970585814751074,2.2168
1010,9014002482937856,0.00105661574458047,2.2168
1010,9014277360844800,0.00114075550682854,2.2168
1010,9014346080321536,0.000678562007372532,2.2168
1010,9014414799798272,0.00153959001341633,2.2168
1010,9014483519275008,0.000267541040507076,2.2168
1010,9014552238751744,0.000889985873438536,2.2168
1010,9014620958228480,0.000525230632497436,2.2168
1010,9014758397181952,0.000173798348712064,2.2168
1010,9014895836135424,0.000509943175704748,2.2168
1010,9015170714042368,0.0017046693710733,2.2168
1010,9015239433519104,0.000800002121648886,2.2168
1010,9015308152995840,0.00102988428063014,2.2168
1010,9015376872472576,0.00123500109673172,2.2168
1010,9015445591949312,0.000872063063928592,2.2168
1010,9016201506193408,0.00037629355528166,2.2168
1010,9016338945146880,0.000364775993863502,2.2168
1010,9016407664623616,0.000256773307930775,2.2168
1010,9016476384100352,0.0007174042391189,2.2168
1010,9016613823053824,0.000567531268379094,2.2168
1010,9016682542530560,0.0014805052139765,2.2168
1010,9016957420437504,0.000672768328446612,2.2168
1010,9017026139914240,0.000561340649776959,2.2168
1010,9017094859390976,0.0010749379767297,2.2168
1010,9017163578867712,0.000862463968773117,2.2168
1010,9017232298344448,0.000814869127766505,2.2168
1010,9017301017821184,0.00137819838160869,2.2168
1010,9017369737297920,0.000796432805799122,2.2168
1010,9017438456774656,0.000570166232950909,2.2168
1010,9017575895728128,0.000101549950672741,2.2168
1010,9017644615204864,0.00130508956858376,2.2168
1010,9017713334681600,0.00069966163003269,2.2168
1010,9017782054158336,0.000534227722501639,2.2168
1010,9017850773635072,0.00130952975397203,2.2168
1010,9017988212588544,0.00154794234586727,2.2168
1010,9018056932065280,0.000520293170370726,2.2168
1010,9018125651542016,0.00168742302667687,2.2168
1010,9018194371018752,0.000953638458168477,2.2168
1010,9018263090495488,0.000314578021603365,2.2168
1010,9018606687879168,0.00108045284893093,2.2168
1010,9018675407355904,0.000460685796088694,2.2168
1010,9018744126832640,0.00175761228786643,2.2168
1010,9018812846309376,0.00025848100262964,2.2168
1010,9018881565786112,0.0011184673973276,2.2168
1010,9019019004739584,0.000662286422952692,2.2168
1010,9019087724216320,0.000336678353070269,2.2168
1010,9019156443693056,0.00028570643256942,2.2168
1010,9019225163169792,0.000337816522794855,2.2168
1010,9019293882646528,0.000867111421471121,2.2168
1010,9019431321600000,0.000898489551358809,2.2168
1010,9019568760553472,0.00161524690425088,2.2168
1010,9019981077413888,0.000737390673505317,2.2168
1010,9020118516367360,0.000462789103730621,2.2168
1010,9020187235844096,0.000313455522980217,2.2168
1010,9020255955320832,0.000332078007105082,2.2168
1010,9020324674797568,0.000198999375104087,2.2168
1010,9020393394274304,0.000579511627999407,2.2168
1010,9020462113751040,0.000204302806322907,2.2168
1010,9020530833227776,0.00041156120149317,2.2168
1010,9020599552704512,0.000335149731249396,2.2168
1010,9020668272181248,0.00033295190115136,2.2168
1010,9020736991657984,0.000389492394718264,2.2168
1010,9020805711134720,0.00137986846208315,2.2168
1010,9021011869564928,0.000615653445234932,2.2168
1010,9021149308518400,0.000796620672149774,2.2168
1010,9021286747471872,0.000582126190684497,2.2168
1010,9021424186425344,0.000587086455815119,2.2168
1010,9022798575960064,0.00128292660628613,2.20907
1010,9023485770727424,0.000321375372475618,2.2168
1010,9023829368111104,0.00154929439328636,2.2168
1010,9024241684971520,0.00130245643583222,2.2168
1010,9024310404448256,0.000301570664521644,2.2168
1010,9024585282355200,0.000249290616089799,2.2168
1010,9024654001831936,0.00172804526024221,2.2168
1010,9025203757645824,0.00104381813789348,2.2168
1010,9025272477122560,0.00089831859680352,2.2168
1010,9025341196599296,0.00126283683450822,2.18117
1010,9026303269273600,0.000695283543731916,2.2168
1010,9026990464040960,0.00028453012476796,2.2168
1010,9027059183517696,0.000634712282126049,2.2168
1010,9027334061424640,0.00103466572515017,2.2168
1010,9027540219854848,0.00032449184394125,2.2168
1010,9027608939331584,0.00167050163362815,2.2168
1010,9028433573052416,0.00153595131271472,-5.58349
1010,9028708450959360,0.00164804658991282,2.2168
1010,9028777170436096,0.000406148384237627,2.2168
1010,9029258206773248,0.000908039383378565,2.2168
1010,9029326926249984,0.000529296343220718,2.2168
1010,9031044913168384,0.000922729251549391,2.2168
1010,9031663388459008,0.00126152194975554,2.2168
1010,9039497408806912,0.00170280276581633,2.20907
1010,9040184603574272,0.000322157201796939,2.21814
1010,9040322042527744,0.000356873582870954,2.21814
1010,9040390762004480,0.000809148648497968,2.2168
1010,9040459481481216,0.000394622145634713,2.2168
1010,9044445211131904,0.001296582708678,1.15577
1010,9046781673340928,0.000949304010049274,2.51038
1010,13510936321064960,0.000578984264826707,-0.539535
1010,13511279918448640,0.000342418848943166,-0.539535
1010,13511348637925376,0.000674536919926447,-0.539535
1010,13511417357402112,0.000183615203087448,-0.539535
1010,13511554796355584,0.000139532063164609,-0.539535
1010,13511623515832320,0.000718611537635149,-0.539535
1010,13511692235309056,0.00056224003868808,-0.539535
1010,13511898393739264,0.000329563675151849,-0.539535
1010,13511967113216000,0.000651410072215189,-0.539535
1010,13512104552169472,0.000189298803988481,-0.539535
1010,13512173271646208,0.000265441695003008,-0.539535
1010,13512241991122944,0.000276288839459937,-0.539535
1010,13512310710599680,0.00190991095472028,-0.539535
1010,13512379430076416,0.000149130498110298,-0.539535
1010,13512448149553152,0.000717968991374034,-0.539535
1010,13512516869029888,0.000561038390037709,-0.539535
1010,13512585588506624,0.000237421587807387,-0.539535
1010,13513341502750720,0.000638923008407977,-0.539535
1010,13513478941704192,0.000704620459533281,-0.539535
1010,13513753819611136,0.000596943701387678,-0.539535
1010,13514303575425024,0.00042620768285932,-0.539535
1010,13514372294901760,0.000969979497669765,-0.539535
1010,13514441014378496,0.00047038841260703,-0.539535
1010,13514509733855232,0.00124777521369782,-0.539535
1010,13514853331238912,0.000236882702418816,-0.539535
1010,13514922050715648,0.000554268702740415,-0.539535
1010,13515403087052800,0.000891660107062528,-0.539535
1010,13515471806529536,0.001394848980647,-0.539535
1010,13515884123389952,0.00106702206983775,-0.539535
1010,13515952842866688,0.000399796514590287,-0.539535
1010,13516021562343424,0.000352402559982823,-0.539535
1010,13516159001296896,0.000327495940403235,-0.539535
1010,13516227720773632,0.000836865625504888,-0.539535
1010,13516296440250368,0.000830921970765546,-0.539535
1010,13516365159727104,0.000627413499261446,-0.539535
1010,13516433879203840,0.000489704185804368,-0.539535
1010,13516777476587520,0.000406563251016078,-0.539535
1010,13516914915540992,0.00067896895618595,-0.539535
1010,13516983635017728,0.00088876248094745,-0.539535
1010,13517121073971200,0.000942074678713531,-0.539535
1010,13517189793447936,0.0003813846758898,-0.539535
1010,13517258512924672,0.000422438957559417,-0.539535
1010,13517327232401408,0.001238288196428,-0.539535
1010,13517395951878144,0.000523779197834224,-0.539535
1010,13517464671354880,0.00107097309799364,-0.539535
1010,13517533390831616,0.000376723149931665,-0.539535
1010,13517670829785088,0.000403253862926683,-0.539535
1010,13518220585598976,0.00104530190459974,-0.539535
1010,13518289305075712,0.00027428666669455,-0.539535
1010,13518358024552448,0.000525426406124335,-0.539535
1010,13518701621936128,0.000387600766852596,-0.539535
1010,13518839060889600,0.000377981107202021,-0.539535
1010,13518907780366336,0.000321832383199786,-0.539535
1010,13518976499843072,0.00113593410514396,-0.539535
1010,13519045219319808,0.00157032619996555,-0.539535
1010,13519251377750016,0.00157727307631675,-0.539535
1010,13519320097226752,0.00116774852407083,-0.539535
1010,13519388816703488,0.000327325382083101,-0.539535
1010,13519594975133696,0.000452525688715451,-0.539535
1010,13519732414087168,0.000425435274766909,-0.539535
1010,13519801133563904,0.00165934538620289,-0.539535
1010,13519869853040640,0.00111037647251227,-0.539535
1010,13519938572517376,0.000404557185523796,-0.539535
1010,13520557047808000,0.0010265040271972,-0.539535
1010,13520625767284736,0.0013193605277239,-0.539535
1010,13521931437342720,0.00132925824403257,-0.539535
1010,13522618632110080,0.000468365543542669,-0.539535
1010,13522687351586816,0.000588866813796447,-0.539535
1010,13522893510017024,0.000529375601590263,-0.539535
1010,13523030948970496,0.000688561960542798,-0.539535
1010,13523099668447232,0.000535205877033291,-0.539535
1010,13532033200422912,0.00283783291471909,-0.53975
1010,13533476309434368,0.000449838397954866,-0.539535
1010,13533545028911104,0.00103335350932378,-0.539535
1010,18014604667912192,0.0010369564342331,-0.782571
1010,18014673387388928,0.0004077958942627,-0.782571
1010,18014742106865664,0.000521611226830961,-0.782571
